FID_1,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,geometry,geometry2,Abelmoschus.esculentus,Actinidia.deliciosa,Anacardium.occidentale,Bertholletia.excelsa.Bonpl,Brassica.napus,Brassica.nigra,Castanea_sativa_Mill,Citrullus.lanatus,Cocos.nucifera,Coffea.arabica,Coffea.canephora,Coffea.liberica,Cola.acuminata,Cola.nitida,Cucumis.melo,Cucumis.sativus,Cucurbita.maxima,Cucurbita.moschata,Cucurbita.pepo,Elettaria.cardamomum,Fagopyrum.esculentum,Fragaria.ananassa,Fragaria.chiloensis,Fragaria.moschata,Fragaria.virginiana,Fragaria.viridis,Fragaria_vesca,Glycine.max,Glycine.soja,Gossypium.arboreum,Gossypium.barbadense,Gossypium.herbaceum,Gossypium.hirsutum,Helianthus.annuus,Malus.domestica,Mangifera.indica,Myristica.fragrans,Persea.americana,Prunus.armeniaca,Prunus.cerasus,Prunus.domestica,Prunus.persica,Prunus_avium,Prunus_spinosa,Pyrus.communis,Ribes.nigrum,Ribes.rubrum,Rubus.chamaemorus,Rubus.flagellaris,Rubus_idaeus,Sesamum.indicum,Sinapis.alba,Solanum.melongena,Theobroma.cacao,Vaccinium.angustifolium,Vaccinium.corymbosum,Vaccinium.oxycoccus,Vaccinium_myrtillus,Vanilla.planifolia,Vanilla.pompona,Vicia.faba,number of crops
1848,843,Accra,GHA-GAC,Greater Accra,GH,Ghana,National and provincial capital,1594419,2,"1,000,000 to 4,999,999",46065,0,UN_Data_2010_2020,c(-0.200924638491358, 5.55856195379618),1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,18
1910,905,Algiers,DZA-ALG,Alger,AG,Algeria,National and provincial capital,3608000,2,"1,000,000 to 4,999,999",45570,0,UN_Habitat_2020,c(3.05000134715283, 36.7832969396894),1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,18
2076,1576,Smolensk,RUS-SML,Smolenskaya oblast',RS,Russia,Provincial capital,330451,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(32.0370034115415, 54.7890029626171),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,18
2079,1579,Chernihiv,UKR-CHH,Chernigov,UP,Ukraine,Provincial capital,283579,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(31.3119993122243, 51.5040030641557),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18
2088,1588,Khmel'nyts'kyz,UKR-KML,Khmel'nitskiy,UP,Ukraine,Provincial capital,265583,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(26.9990013540657, 49.4170019264016),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18
2089,1589,Ivano-frankivs'k,UKR-IVF,Ivano-Frankovsk,UP,Ukraine,Provincial capital,232502,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(24.7166642980675, 48.9166650619608),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,18
2125,1625,Zhytomyra,UKR-ZTM,Zhitomir,UP,Ukraine,Provincial capital,265679,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(28.6630024296337, 50.2520040067934),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18
2127,1627,Vinnytsya,UKR-VNT,Vinnitsa,UP,Ukraine,Provincial capital,370017,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(28.4820033536753, 49.2329970052601),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
2136,1636,Helsinki,FIN-UUS,Uusimaa,FI,Finland,National and provincial capital,639227,3,"500,000 to 999,999",28190,0,UN_Data_2010_2020,c(24.9767013482954, 60.1964189912231),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,18
2137,1637,Tallinn,EST,Estonia,EN,Estonia,National capital,430805,4,"250,000 to 499,999",28480,0,UN_Data_2010_2020,c(24.7500003192491, 59.4166679329812),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,18
2138,1638,Riga,LVA,Latvia,LG,Latvia,National capital,632614,3,"500,000 to 999,999",28610,0,UN_Data_2010_2020,c(24.0499983185597, 56.8800000342864),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,18
2168,1668,Donets'k,UKR-DNT,Donetsk,UP,Ukraine,Provincial capital,910252,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(37.7370542889541, 48.0401459447349),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
168,168,Joao Pessoa,BRA-PAA,Paraiba,BR,Brazil,Provincial capital,720954,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(-34.8669985548999, -7.12999805266981),0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,19
286,286,George Town,CYM,Cayman Is.,CJ,Cayman Is.,National and provincial capital,28089,7,"Less than 50,000",10580,0,UN_Data_2010_2020,c(-81.383327674515, 19.299996020039),1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,19
385,385,Santiago De Cuba,CUB-SDC,Santiago de Cuba,CU,Cuba,Provincial capital,433494,4,"250,000 to 499,999",10370,0,UN_Data_2010_2020,c(-75.8289955843693, 20.0289960532715),1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,19
482,482,Pittsburgh,USA-PEN,Pennsylvania,US,United States,Other,300286,4,"250,000 to 499,999",16510,0,US_Census_2019,c(-79.9970846322886, 40.4972010263249),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,19
498,498,Springfield,USA-ILL,Illinois,US,United States,Provincial capital,114230,5,"100,000 to 249,999",0,0,US_Census_2019,c(-89.65400369746, 39.7940040326301),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,19
499,499,Cincinnati,USA-OHI,Ohio,US,United States,Other,303940,4,"250,000 to 499,999",0,0,US_Census_2019,c(-84.4770145624841, 39.1480109337459),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,19
500,500,Frankfort,USA-KEN,Kentucky,US,United States,Provincial capital,27755,7,"Less than 50,000",0,0,US_Census_2019,c(-84.8390036127997, 38.2010040519463),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,19
812,1310,Tel Aviv-Yafo,ISR-TAV,Tel Aviv,IS,Israel,Provincial capital,447730,4,"250,000 to 499,999",45090,0,UN_Data_2010_2020,c(34.7699973172127, 32.0450039919609),1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,19
982,1480,Klagenfurt,AUT-KRN,Karnten,AU,Austria,Provincial capital,100817,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(14.3039974139161, 46.6180020500951),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,19
1030,2021,Srinagar,IND-JAK,Jammu & Kashmir,IN,India,Provincial capital,1206419,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(74.8040043505299, 34.081002073093),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,19
1159,2150,Chumphon,THA-CHM,Chumphon,TH,Thailand,Provincial capital,147912,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(99.1770034444788, 10.4930010277635),1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,19
1160,2151,Ranong,THA-RNN,Ranong,TH,Thailand,Provincial capital,123596,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(98.6380023160023, 9.96200103420228),1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,19
1277,2268,Da Nang,VNM-QND,Quang Nam-Da Nang,VM,Vietnam,Provincial capital,1140000,2,"1,000,000 to 4,999,999",57650,0,UN_Habitat_2020,c(108.215001379001, 16.0520040596696),1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,19
1301,2292,Pattani,THA-PTT,Pattani,TH,Thailand,Provincial capital,104617,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(101.250000362102, 6.86400296594756),0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,19
1407,2398,Quezon City,PHL-NCR,National Capital Region,RP,Philippines,Other,2936116,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(121.033341283145, 14.6499930724741),1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,19
1517,513,Brooklyn,USA-NYO,New York,US,United States,Other,2560000,2,"1,000,000 to 4,999,999",7630,0,US_Census_2019,c(-74.0112206389468, 40.6639620537421),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,19
1518,514,Chester,USA-PEN,Pennsylvania,US,United States,Other,34000,7,"Less than 50,000",8080,0,US_Census_2019,c(-75.3691676303118, 39.8691630699315),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,19
1523,519,Harrisburg,USA-PEN,Pennsylvania,US,United States,Provincial capital,49271,7,"Less than 50,000",0,0,US_Census_2019,c(-76.9040006012896, 40.2650009752882),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,19
1561,557,Fort-De-France,MTQ,Martinique,MB,Martinique,National and provincial capital,82502,6,"50,000 to 99,999",11550,0,UN_Data_2010_2020,c(-61.0759976406101, 14.6074319992348),0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,19
1694,689,Freetown,SLE-WAR,Western Area,SL,Sierra Leone,National and provincial capital,1055964,2,"1,000,000 to 4,999,999",45862,0,UN_Data_2010_2020,c(-13.2389997025373, 8.48600097917455),1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,19
1882,877,Lome,TGO-GLF,Golfe,TO,Togo,National and provincial capital,839566,3,"500,000 to 999,999",46090,0,UN_Data_2010_2020,c(1.20154540037453, 6.10283704648669),1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,19
1887,882,Enugu,NGA-ENU,Enugu,NI,Nigeria,Provincial capital,1178000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020,c(7.49199629979802, 6.45100192289231),1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,19
2090,1590,Chernivtsi,UKR-CHV,Chernovtsy,UP,Ukraine,Provincial capital,261924,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(25.9450023363747, 48.2820029601792),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,19
2146,1646,Pskov,RUS-PSK,Pskovskaya oblast',RS,Russia,Provincial capital,205062,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(28.3460044146067, 57.8169989608376),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,19
2438,1938,Dar es Salaam,TZA-DES,Dar es Salaam,TZ,Tanzania,National and provincial capital,4364541,2,"1,000,000 to 4,999,999",47010,1,UN_Data_2010_2020,c(39.2533472981898, -6.8173560640002),1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,19
2512,2512,Cairns,AUS-QNS,Queensland,AS,Australia,Other,165525,5,"100,000 to 249,999",53340,0,UN_Data_2010_2020,c(145.710009345319, -16.8499979993193),1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,19
366,366,Chetumal,MEX-QRO,Quintana Roo,MX,Mexico,Provincial capital,265298,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(-88.2909986980559, 18.4979970077067),1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20
371,371,Belmopan,BLZ-CAY,Cayo,BH,Belize,National capital,13939,7,"Less than 50,000",0,0,UN_Data_2010_2020,c(-88.800002603656, 17.1199980304069),1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,20
400,400,Kingston,JAM-KNG,Kingston,JM,Jamaica,National and provincial capital,592291,3,"500,000 to 999,999",10770,1,UN_Data_2010_2020,c(-76.7995196799243, 17.9669250287537),0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,20
479,479,Buffalo,USA-NYO,New York,US,United States,Other,255284,4,"250,000 to 499,999",3430,0,US_Census_2019,c(-78.8484326022597, 42.8986619907435),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,20
519,1019,Libreville,GAB-EST,Estuaire,GB,Gabon,National and provincial capital,703939,3,"500,000 to 999,999",46430,0,UN_Data_2010_2020,c(9.45399637698068, 0.390995954817697),1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20
593,1091,Palermo,ITA-SIC,Sicilia,IT,Italy,Provincial capital,665903,3,"500,000 to 999,999",40130,0,UN_Data_2010_2020,c(13.3589973524499, 38.1210029627811),0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20
611,1109,Skopje,MKD,Macedonia,MK,North Macedonia,National capital,546824,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(21.433338432301, 41.9833349696655),0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20
1172,2163,Songkhla,THA-SNG,Songkhla,TH,Thailand,Provincial capital,800970,3,"500,000 to 999,999",57434,1,UN_Data_2010_2020,c(100.593000283119, 7.19700291983763),0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,20
1408,2399,Manila,PHL-NCR,National Capital Region,RP,Philippines,National and provincial capital,1780148,2,"1,000,000 to 4,999,999",58370,0,UN_Data_2010_2020,c(120.966948411715, 14.6167020628478),1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,20
1487,2478,Dili,TLS,Timor Leste,TT,Timor Leste,National capital,222323,5,"100,000 to 249,999",51390,0,UN_Data_2010_2020,c(125.58099639371, -8.57099698993847),0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,20
1512,508,Annapolis,USA-MRY,Maryland,US,United States,Provincial capital,39223,7,"Less than 50,000",8225,0,US_Census_2019,c(-76.491998583084, 38.9590019522383),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,20
1565,561,Saint George's,GRD,Grenada,GJ,Grenada,National capital,38251,7,"Less than 50,000",11670,0,UN_Data_2010_2020,c(-61.7450035590569, 12.0650039453358),0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20
1615,611,Glasgow,GBR-SCT,Scotland,UK,United Kingdom,Other,1209143,2,"1,000,000 to 4,999,999",33490,0,UN_Data_2010_2020,c(-4.26994159844151, 55.8628110362314),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,20
1632,628,Valencia,ESP-VLN,Valenciana,SP,Spain,Provincial capital,792850,3,"500,000 to 999,999",38480,0,UN_Data_2010_2020,c(-0.367001556462071, 39.4710029323874),0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20
1647,643,Lisbon,PRT-LIS,Lisboa,PO,Portugal,National and provincial capital,506654,3,"500,000 to 999,999",37990,0,UN_Data_2010_2020,c(-9.129995602181, 38.7299970596906),0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20
1656,652,Logrono,ESP-LJR,La Rioja,SP,Spain,Provincial capital,151124,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(-2.44600155930095, 42.4659960280318),0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20
1664,660,Gibraltar,GIB,Gibraltar,GI,Gibraltar,National and provincial capital,34003,7,"Less than 50,000",0,1,UN_Data_2010_2020,c(-5.35200267310017, 36.1289970575715),1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,20
1835,830,Abengourou,CIV-ABN,Abengourou,IV,Cote d'Ivoire,Provincial capital,100910,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,c(-3.49000155786109, 6.72699606591186),1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20
1846,841,Kumasi,GHA-ASH,Ashanti,GH,Ghana,Provincial capital,1730249,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(-1.62199768837337, 6.68699998938808),1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20
1847,842,Koforidua,GHA-EST,Eastern,GH,Ghana,Provincial capital,122300,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(-0.261998699636138, 6.08699695064212),1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20
1860,855,Port Harcourt,NGA-RVR,Rivers,NI,Nigeria,Provincial capital,2782000,2,"1,000,000 to 4,999,999",46210,0,UN_Habitat_2020,c(7.00499741827696, 4.7850029631088),0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,20
2055,1555,Miskolc,HUN-BAZ,Borsod-Abauj-Zemplen,HU,Hungary,Provincial capital,155086,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(20.7999993723734, 48.1049999836196),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20
2075,1575,Vitsyebsk,BLR-VTB,Vitebsk,BO,Belarus,Provincial capital,377932,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(30.2210012925585, 55.1979989701562),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,20
