FID_1,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,geometry,geometry2,Abelmoschus.esculentus,Actinidia.deliciosa,Anacardium.occidentale,Bertholletia.excelsa.Bonpl,Brassica.napus,Brassica.nigra,Castanea_sativa_Mill,Citrullus.lanatus,Cocos.nucifera,Coffea.arabica,Coffea.canephora,Coffea.liberica,Cola.acuminata,Cola.nitida,Cucumis.melo,Cucumis.sativus,Cucurbita.maxima,Cucurbita.moschata,Cucurbita.pepo,Elettaria.cardamomum,Fagopyrum.esculentum,Fragaria.ananassa,Fragaria.chiloensis,Fragaria.moschata,Fragaria.virginiana,Fragaria.viridis,Fragaria_vesca,Glycine.max,Glycine.soja,Gossypium.arboreum,Gossypium.barbadense,Gossypium.herbaceum,Gossypium.hirsutum,Helianthus.annuus,Malus.domestica,Mangifera.indica,Myristica.fragrans,Persea.americana,Prunus.armeniaca,Prunus.cerasus,Prunus.domestica,Prunus.persica,Prunus_avium,Prunus_spinosa,Pyrus.communis,Ribes.nigrum,Ribes.rubrum,Rubus.chamaemorus,Rubus.flagellaris,Rubus_idaeus,Sesamum.indicum,Sinapis.alba,Solanum.melongena,Theobroma.cacao,Vaccinium.angustifolium,Vaccinium.corymbosum,Vaccinium.oxycoccus,Vaccinium_myrtillus,Vanilla.planifolia,Vanilla.pompona,Vicia.faba,number of crops
14,14,Arequipa,PER-ARQ,Arequipa,PE,Peru,Provincial capital,1080635,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,c(-71.5229995707925, -16.3980000700735),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,La Paz,BOL-LPA,La Paz,BL,Bolivia,National and provincial capital,2143000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020,c(-68.1462446098306, -16.4990069929844),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,Rio Gallegos,ARG-SCR,Santa Cruz,AR,Argentina,Provincial capital,122334,5,"100,000 to 249,999",13960,0,UN_Data_2010_2020,c(-69.2289985645697, -51.6249990520445),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,Neuquen,ARG-NEU,Neuquen,AR,Argentina,Provincial capital,307682,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(-68.2833325968593, -38.9449080027978),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,Antofagasta,CHL-ANT,Antofagasta,CI,Chile,Provincial capital,425725,4,"250,000 to 499,999",14660,1,UN_Data_2010_2020,c(-70.398998648551, -23.6410020503259),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,Copiapo,CHL-ATC,Atacama,CI,Chile,Provincial capital,171766,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(-70.3320025891834, -27.3600000549543),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,San Juan,ARG-SJU,San Juan,AR,Argentina,Provincial capital,535947,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,c(-68.5269986796646, -31.5340019994952),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,Mendoza,ARG-MND,Mendoza,AR,Argentina,Provincial capital,1025407,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,c(-68.8300015761618, -32.8969980627816),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81,Ica,PER-ICA,Ica,PE,Peru,Provincial capital,289861,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(-75.7439997019229, -14.0640029873268),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,83,Tacna,PER-TAC,Tacna,PE,Peru,Provincial capital,286240,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(-70.2510026406521, -18.0180000336011),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,85,Lima,PER-LIM,Lima,PE,Peru,National and provincial capital,9562280,1,"5,000,000 and greater",0,1,UN_Data_2010_2020,c(-77.0450036007241, -12.0819959357647),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,Rawson,ARG-CHB,Chubut,AR,Argentina,Provincial capital,145647,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(-65.0999965914351, -43.2999990464076),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,179,Fairbanks,USA-ALK,Alaska,US,United States,Other,30917,7,"Less than 50,000",0,0,US_Census_2019,c(-147.651182654302, 64.838744986361),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,194,Bismarck,USA-NDA,North Dakota,US,United States,Provincial capital,73529,6,"50,000 to 99,999",0,0,US_Census_2019,c(-100.783295581336, 46.7999999854196),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,196,Saskatoon,CAN-SSK,Saskatchewan,CA,Canada,Other,275242,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(-106.630001718042, 52.1099999210323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,197,Regina,CAN-SSK,Saskatchewan,CA,Canada,Provincial capital,237011,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(-104.615999559387, 50.4479970606476),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,Winnipeg,CAN-MNT,Manitoba,CA,Canada,Provincial capital,763922,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(-97.1240035844431, 49.9210019371191),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,Helena,USA-MNT,Montana,US,United States,Provincial capital,33124,7,"Less than 50,000",0,0,US_Census_2019,c(-112.034996555232, 46.5959970260161),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,Pierre,USA-SDA,South Dakota,US,United States,Provincial capital,13867,7,"Less than 50,000",0,0,US_Census_2019,c(-100.349999622335, 44.3666969862934),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,208,Mexicali,MEX-BCN,Baja California,MX,Mexico,Provincial capital,1087478,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(-115.467002703828, 32.6549969482365),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,Boise,USA-IDA,Idaho,US,United States,Provincial capital,228959,5,"100,000 to 249,999",0,0,US_Census_2019,c(-116.21670259152, 43.6167000554328),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,Phoenix,USA-ARZ,Arizona,US,United States,Provincial capital,1680992,2,"1,000,000 to 4,999,999",0,0,US_Census_2019,c(-112.110002685632, 33.5089980420405),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,1175,Cairo,EGY-AQH,Al Qahirah,EG,Egypt,National and provincial capital,9539673,1,"5,000,000 and greater",0,0,UN_Data_2010_2020,c(31.250799318015, 30.0779099967854),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,1177,Suez,EGY-ASW,As Suways,EG,Egypt,Other,728180,3,"500,000 to 999,999",48040,0,UN_Data_2010_2020,c(32.5600024356714, 29.9600010693898),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1299,Tabuk,SAU-TAB,Tabuk,SA,Saudi Arabia,Provincial capital,512629,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,c(36.6000033253596, 28.383300070737),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,1300,Ha'il,SAU-HAI,Ha'il,SA,Saudi Arabia,Provincial capital,310897,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(41.7500014136093, 27.4667039554781),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,1301,Buraydah,SAU-AQA,Al Qasim,SA,Saudi Arabia,Provincial capital,467410,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(44.1333003809631, 26.3332979349577),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,1305,Medina,SAU-AMD,Al Madinah,SA,Saudi Arabia,Other,1100093,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(39.6999994433135, 24.4299960700268),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,1326,Ar'ar,SAU-AHA,Al Hudud ash Shamaliyah,SA,Saudi Arabia,Provincial capital,167057,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(41.0333044284926, 30.9833010480063),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,1327,Sakakah,SAU-AJA,Al Jawf,SA,Saudi Arabia,Provincial capital,150257,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(40.1333043384327, 29.99999698043),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,1330,Baghdad,IRQ-BGH,Baghdad,IZ,Iraq,National and provincial capital,7816000,1,"5,000,000 and greater",0,1,UN_Habitat_2020,c(44.3979994368338, 33.3340020512978),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,1334,An Najaf,IRQ-ANA,An Najaf,IZ,Iraq,Provincial capital,1066000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020,c(44.33329830485, 31.9832999345261),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1354,Mecca,SAU-MKK,Makkah,SA,Saudi Arabia,Other,1534731,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(39.8148393107681, 21.4273799696282),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,1359,Jeddah,SAU-MKK,Makkah,SA,Saudi Arabia,Other,3430697,2,"1,000,000 to 4,999,999",48140,0,UN_Data_2010_2020,c(39.173004319785, 21.5430030712411),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,1361,Jaizan,SAU-JIZ,Jizan,SA,Saudi Arabia,Provincial capital,127743,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(42.5709633639161, 16.8485219222469),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1363,Sanaa,YEM-SAN,San'a',YM,Yemen,National and provincial capital,3820000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(44.2095032891857, 15.3614430672131),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,2005,Petropavlovsk,KAZ-NKZ,North Kazakhstan,KZ,Kazakhstan,Provincial capital,219094,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(69.2166963316446, 54.8832960479966),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,2006,Omsk,RUS-OMS,Omskaya oblast',RS,Russia,Provincial capital,1158627,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(73.2500014215202, 55.0629990559373),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,2007,Kokshetau,KAZ-KKC,Kokchetav,KZ,Kazakhstan,Provincial capital,145633,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(69.4029963456535, 53.2739969197979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,2008,Pavlodar,KAZ-PVL,Pavlodar,KZ,Kazakhstan,Provincial capital,333734,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(76.9629963409328, 52.2819990027096),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,2009,Astana,KAZ-TSL,Tselinograd,KZ,Kazakhstan,National and provincial capital,1107270,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(71.4320014183212, 51.1890029333446),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,2010,Karaganda,KAZ-KRG,Karaganda,KZ,Kazakhstan,Other,497745,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(73.2026343718547, 49.8792060603194),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,2012,Taldykorgan,KAZ-TKG,Taldy Kurgan,KZ,Kazakhstan,Provincial capital,145547,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(78.3780034218085, 45.0129960644633),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,2015,Novosibirsk,RUS-NOV,Novosibirskaya oblast',RS,Russia,Provincial capital,1511369,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,c(82.9430013853259, 55.0320029736947),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,2019,Semipalatinsk,KAZ-SMP,Semipalatinsk,KZ,Kazakhstan,Provincial capital,323591,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(80.2359993360476, 50.417000978405),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,2046,Fergana,UZB-FRG,Fergana,UZ,Uzbekistan,Provincial capital,283791,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,c(71.785998435323, 40.3859970003432),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,2073,Urumqi,CHN-XNJ,Xinjiang,CH,China,Provincial capital,4565000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(87.5870014131586, 43.7830020311799),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,2327,Huhot,CHN-NMN,Nei Mongol,CH,China,Provincial capital,2010000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(111.648996310211, 40.814000957412),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,2328,Yinchuan,CHN-NNG,Ningxia,CH,China,Provincial capital,1700000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(106.26300032095, 38.4679980352008),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,2329,Xining,CHN-QNG,Qinghai,CH,China,Provincial capital,1628000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(101.7649984168, 36.645003073237),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,2333,Baotou,CHN-NMN,Nei Mongol,CH,China,Other,2319000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,c(109.808001359685, 40.6590030049313),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,2366,Vladivostok,RUS-PRM,Primorskiy kray,RS,Russia,Provincial capital,624281,3,"500,000 to 999,999",60610,0,UN_Data_2010_2020,c(131.960439440462, 43.1299980515961),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,2405,Ulaanbaatar,MNG-ULN,Ulaanbaatar,MG,Mongolia,National and provincial capital,1515593,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,c(106.911999430501, 47.9289960319097),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,2411,Abakan,RUS-KHK,Respublika Khakasiya,RS,Russia,Provincial capital,168655,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(91.4429973817052, 53.719002006063),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,2412,Kyzyl,RUS-TUV,Respublika Tyva,RS,Russia,Provincial capital,112659,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,c(94.3859973319955, 51.7100040732585),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,2420,Irkutsk,RUS-IRK,Irkutskaya oblast',RS,Russia,Provincial capital,601993,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,c(104.247999302929, 52.3169999549849),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,2421,Ulan Ude,RUS-BUR,Respublika Buryatiya,RS,Russia,Provincial capital,413850,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(107.565003410084, 51.8460030123269),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,2427,Yakutsk,RUS-YAK,Respublika Sakha(Yakutiya),RS,Russia,Provincial capital,298926,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(129.830004303167, 62.0099999187907),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,2428,Chita,RUS-CHI,Chitinskaya oblast',RS,Russia,Provincial capital,329868,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,c(113.49900035662, 52.0450020768479),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,2439,Khabarovsk,RUS-KHA,Khabarovskiy kray,RS,Russia,Provincial capital,589596,3,"500,000 to 999,999",60830,0,UN_Data_2010_2020,c(135.126999374466, 48.4319970177775),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
